date,day_of_week,is_weekend,is_salary_period,event,weather
2027-10-01,Friday,0,1,,Normal
2027-10-02,Saturday,1,1,,Normal
2027-10-03,Sunday,1,1,,Normal
2027-10-04,Monday,0,0,,Normal
2027-10-05,Tuesday,0,0,,Normal
2027-10-06,Wednesday,0,0,,Normal
2027-10-07,Thursday,0,0,,Normal
2027-10-08,Friday,0,0,,Normal
2027-10-09,Saturday,1,0,,Normal
2027-10-10,Sunday,1,0,,Normal
2027-10-11,Monday,0,0,,Normal
2027-10-12,Tuesday,0,0,,Normal
2027-10-13,Wednesday,0,0,,Normal
2027-10-14,Thursday,0,0,,Normal
2027-10-15,Friday,0,0,,Normal
2027-10-16,Saturday,1,0,,Normal
2027-10-17,Sunday,1,0,,Normal
2027-10-18,Monday,0,0,,Normal
2027-10-19,Tuesday,0,0,,Normal
2027-10-20,Wednesday,0,0,Diwali,Normal
2027-10-21,Thursday,0,0,Diwali,Normal
2027-10-22,Friday,0,0,Diwali,Normal
2027-10-23,Saturday,1,0,Diwali,Normal
2027-10-24,Sunday,1,0,Diwali,Normal
2027-10-25,Monday,0,0,Diwali,Normal
2027-10-26,Tuesday,0,0,,Normal
2027-10-27,Wednesday,0,0,,Normal
2027-10-28,Thursday,0,1,,Normal
2027-10-29,Friday,0,1,,Normal
2027-10-30,Saturday,1,1,,Normal
2027-10-31,Sunday,1,1,,Normal
2027-11-01,Monday,0,1,Deepavali_Weekend,Cool
2027-11-02,Tuesday,0,1,Deepavali_Weekend,Cool
2027-11-03,Wednesday,0,1,Deepavali_Weekend,Cool
2027-11-04,Thursday,0,0,,Cool
2027-11-05,Friday,0,0,,Cool
2027-11-06,Saturday,1,0,,Cool
2027-11-07,Sunday,1,0,,Cool
2027-11-08,Monday,0,0,,Cool
2027-11-09,Tuesday,0,0,,Cool
2027-11-10,Wednesday,0,0,,Cool
2027-11-11,Thursday,0,0,,Cool
2027-11-12,Friday,0,0,,Cool
2027-11-13,Saturday,1,0,,Cool
2027-11-14,Sunday,1,0,,Cool
2027-11-15,Monday,0,0,,Cool
2027-11-16,Tuesday,0,0,,Cool
2027-11-17,Wednesday,0,0,,Cool
2027-11-18,Thursday,0,0,,Cool
2027-11-19,Friday,0,0,,Cool
2027-11-20,Saturday,1,0,,Cool
2027-11-21,Sunday,1,0,,Cool
2027-11-22,Monday,0,0,,Cool
2027-11-23,Tuesday,0,0,,Cool
2027-11-24,Wednesday,0,0,,Cool
2027-11-25,Thursday,0,0,,Cool
2027-11-26,Friday,0,0,,Cool
2027-11-27,Saturday,1,0,,Cool
2027-11-28,Sunday,1,1,,Cool
2027-11-29,Monday,0,1,,Cool
2027-11-30,Tuesday,0,1,,Cool
2027-12-01,Wednesday,0,1,,Cool
2027-12-02,Thursday,0,1,,Cool
2027-12-03,Friday,0,1,,Cool
2027-12-04,Saturday,1,0,,Cool
2027-12-05,Sunday,1,0,,Cool
2027-12-06,Monday,0,0,,Cool
2027-12-07,Tuesday,0,0,,Cool
2027-12-08,Wednesday,0,0,,Cool
2027-12-09,Thursday,0,0,,Cool
2027-12-10,Friday,0,0,,Cool
2027-12-11,Saturday,1,0,,Cool
2027-12-12,Sunday,1,0,,Cool
2027-12-13,Monday,0,0,,Cool
2027-12-14,Tuesday,0,0,,Cool
2027-12-15,Wednesday,0,0,,Cool
2027-12-16,Thursday,0,0,,Cool
2027-12-17,Friday,0,0,,Cool
2027-12-18,Saturday,1,0,,Cool
2027-12-19,Sunday,1,0,,Cool
2027-12-20,Monday,0,0,,Cool
2027-12-21,Tuesday,0,0,,Cool
2027-12-22,Wednesday,0,0,,Cool
2027-12-23,Thursday,0,0,,Cool
2027-12-24,Friday,0,0,,Cool
2027-12-25,Saturday,1,0,,Cool
2027-12-26,Sunday,1,0,,Cool
2027-12-27,Monday,0,0,,Cool
2027-12-28,Tuesday,0,1,,Cool
2027-12-29,Wednesday,0,1,,Cool
2027-12-30,Thursday,0,1,,Cool
2027-12-31,Friday,0,1,,Cool
