product_id,date,trend_component,seasonality_component,event_component,is_outlier_flag,is_stockout_flag,is_missing_flag
P02,2027-10-05,0.978,0.95,1.0,0,0,0
P02,2027-10-06,0.9792,0.9615,1.0,0,0,0
P02,2027-10-07,0.9831,0.9798,1.0,0,0,0
P02,2027-10-08,0.987,1.0383,1.4071,0,0,0
P02,2027-10-09,0.9887,1.146,1.4071,0,0,0
P02,2027-10-10,0.9922,1.0925,1.0,0,0,0
P02,2027-10-11,0.9954,0.9192,1.0,0,0,0
P02,2027-10-12,0.9949,0.95,1.0,0,0,0
P02,2027-10-13,0.9943,0.9615,1.0,0,0,0
P02,2027-10-14,0.9959,0.9798,1.0,0,0,0
P02,2027-10-15,0.9981,1.0383,1.4071,0,0,0
P02,2027-10-16,1.0004,1.146,1.4071,0,0,0
P02,2027-10-17,1.0018,1.0925,1.0,0,0,0
P02,2027-10-18,1.0047,0.9192,1.0,0,0,0
P02,2027-10-19,1.0052,0.95,1.0,0,0,0
P02,2027-10-20,1.0079,0.9615,2.9737,0,0,0
P02,2027-10-21,1.0103,0.9798,2.9737,0,0,0
P02,2027-10-22,1.0105,1.0383,2.9737,0,0,0
P02,2027-10-23,1.0119,1.146,2.9737,0,0,0
P02,2027-10-24,1.0123,1.0925,2.9737,0,0,0
P02,2027-10-25,1.0153,0.9192,2.9737,0,0,0
P02,2027-10-26,1.0185,0.95,1.0,0,0,0
P02,2027-10-27,1.019,0.9615,1.0,0,0,0
P02,2027-10-28,1.0225,0.9798,1.0,0,0,0
P02,2027-10-29,1.027,1.0383,1.4071,0,0,0
P02,2027-10-30,1.0289,1.146,1.4071,0,0,0
P02,2027-10-31,1.0318,1.0925,1.0,0,0,0
P02,2027-11-01,1.0341,0.9192,2.6854,0,0,0
P02,2027-11-02,1.0342,0.95,2.6854,0,0,0
P02,2027-11-03,1.0348,0.9615,2.6854,0,0,0
P02,2027-11-04,1.0353,0.9798,0.9609,0,0,0
P02,2027-11-05,1.0347,1.0383,0.9609,0,0,0
P02,2027-11-06,1.0351,1.146,0.9609,0,0,0
P02,2027-11-07,1.0377,1.0925,0.9609,0,0,0
P02,2027-11-08,1.0408,0.9192,0.9609,0,0,0
P02,2027-11-09,1.0448,0.95,0.9609,0,0,0
P02,2027-11-10,1.0468,0.9615,0.9609,0,0,0
P02,2027-11-11,1.0471,0.9798,0.9609,0,0,0
P02,2027-11-12,1.048,1.0383,0.9609,0,0,0
P02,2027-11-13,1.0512,1.146,0.9609,0,0,0
P02,2027-11-14,1.0546,1.0925,0.9609,0,0,0
P02,2027-11-15,1.0559,0.9192,0.9609,0,0,0
P02,2027-11-16,1.0537,0.95,0.9609,0,0,0
P02,2027-11-17,1.0576,0.9615,0.9609,0,0,0
P02,2027-11-18,1.0583,0.9798,0.9609,0,0,0
P02,2027-11-19,1.0587,1.0383,0.9609,0,0,0
P02,2027-11-20,1.0602,1.146,0.9609,0,0,0
P02,2027-11-21,1.0596,1.0925,0.9609,0,0,0
P02,2027-11-22,1.058,0.9192,0.9609,0,0,0
P02,2027-11-23,1.0601,0.95,0.9609,0,0,0
P02,2027-11-24,1.0627,0.9615,0.9609,0,0,0
P02,2027-11-25,1.0618,0.9798,0.9609,0,0,0
P02,2027-11-26,1.0647,1.0383,0.9609,0,0,0
P02,2027-11-27,1.0631,1.146,0.9609,0,0,0
P02,2027-11-28,1.0641,1.0925,0.9609,0,0,0
P02,2027-11-29,1.0644,0.9192,0.9609,0,0,0
P02,2027-11-30,1.0655,0.95,0.9609,0,0,0
P02,2027-12-01,1.068,0.9615,0.9609,0,0,0
P02,2027-12-02,1.0674,0.9798,0.9609,0,0,0
P02,2027-12-03,1.0685,1.0383,0.9609,0,0,0
P02,2027-12-04,1.0697,1.146,0.9609,0,0,0
P02,2027-12-05,1.0758,1.0925,0.9609,0,0,0
P02,2027-12-06,1.0819,0.9192,0.9609,0,0,0
P02,2027-12-07,1.0874,0.95,0.9609,0,0,0
P02,2027-12-08,1.093,0.9615,0.9609,0,0,0
P02,2027-12-09,1.0985,0.9798,0.9609,0,0,0
P02,2027-12-10,1.1044,1.0383,0.9609,0,0,0
P02,2027-12-11,1.1028,1.146,0.9609,0,0,0
P02,2027-12-12,1.1032,1.0925,0.9609,0,0,0
P02,2027-12-13,1.1002,0.9192,0.9609,0,0,0
P02,2027-12-14,1.1056,0.95,0.9609,0,0,0
P02,2027-12-15,1.1076,0.9615,0.9609,0,0,0
P02,2027-12-16,1.1058,0.9798,0.9609,0,0,0
P02,2027-12-17,1.1115,1.0383,0.9609,0,0,0
P02,2027-12-18,1.1178,1.146,0.9609,0,0,0
P02,2027-12-19,1.1262,1.0925,0.9609,0,0,0
P02,2027-12-20,1.1278,0.9192,0.9609,0,0,0
P02,2027-12-21,1.13,0.95,0.9609,0,0,0
P02,2027-12-22,1.1272,0.9615,0.9609,0,0,0
P02,2027-12-23,1.1293,0.9798,0.9609,0,0,0
P02,2027-12-24,1.1318,1.0383,0.9609,0,0,0
P02,2027-12-25,1.1376,1.146,0.9609,0,0,0
P02,2027-12-26,1.135,1.0925,0.9609,0,0,0
P02,2027-12-27,1.1378,0.9192,0.9609,0,0,0
P02,2027-12-28,1.1368,0.95,0.9609,0,0,0
P02,2027-12-29,1.1347,0.9615,0.9609,0,0,0
P02,2027-12-30,1.1375,0.9798,0.9609,0,0,0
P02,2027-12-31,1.1363,1.0383,0.9609,0,0,0
P03,2026-01-01,0.5783,0.9871,0.661,0,0,0
P03,2026-01-02,0.5778,1.0526,0.9575,0,0,0
P03,2026-01-03,0.5804,1.1371,0.9575,0,0,0
P03,2026-01-04,0.5852,1.0428,0.9575,0,0,0
P03,2026-01-05,0.5871,0.9106,0.9575,0,0,0
P03,2026-01-06,0.5895,0.969,0.9575,0,0,0
P03,2026-01-07,0.5898,0.979,0.9575,0,0,0
P03,2026-01-08,0.5937,0.9871,0.9575,0,0,0
P03,2026-01-09,0.5967,1.0526,0.9575,0,0,0
P03,2026-01-10,0.5992,1.1371,0.9575,0,0,0
P03,2026-01-11,0.6035,1.0428,0.9575,0,0,0
P03,2026-01-12,0.607,0.9106,0.9575,0,0,0
P03,2026-01-13,0.6134,0.969,1.6158,0,0,0
P03,2026-01-14,0.6138,0.979,1.6158,0,0,0
P03,2026-01-15,0.6155,0.9871,1.6158,0,0,0
P03,2026-01-16,0.6189,1.0526,1.6158,0,0,0
P03,2026-01-17,0.6262,1.1371,0.9575,0,0,0
P03,2026-01-18,0.6272,1.0428,0.9575,0,0,0
P03,2026-01-19,0.6294,0.9106,0.9575,0,0,0
P03,2026-01-20,0.631,0.969,0.9575,0,0,0
P03,2026-01-21,0.6288,0.979,0.9575,0,0,0
P03,2026-01-22,0.6285,0.9871,0.9575,0,0,0
P03,2026-01-23,0.6298,1.0526,0.9575,0,0,0
P03,2026-01-24,0.6335,1.1371,0.9575,0,0,0
P03,2026-01-25,0.6376,1.0428,0.9575,0,0,0
P03,2026-01-26,0.6398,0.9106,0.661,0,0,0
P03,2026-01-27,0.6423,0.969,0.9575,0,0,0
P03,2026-01-28,0.6412,0.979,0.9575,0,0,0
P03,2026-01-29,0.6423,0.9871,0.9575,0,0,0
P03,2026-01-30,0.6455,1.0526,0.9575,0,0,0
P03,2026-01-31,0.6454,1.1371,0.9575,0,0,0
P03,2026-02-01,0.6471,1.0428,0.9575,0,0,0
P03,2026-02-02,0.6468,0.9106,0.9575,0,0,0
P03,2026-02-03,0.6507,0.969,0.9575,0,0,0
P03,2026-02-04,0.6503,0.979,0.9575,0,0,0
P03,2026-02-05,0.6508,0.9871,0.9575,0,0,0
P03,2026-02-06,0.653,1.0526,0.9575,0,0,0
P03,2026-02-07,0.6565,1.1371,0.9575,0,0,0
P03,2026-02-08,0.66,1.0428,0.9575,0,0,0
P03,2026-02-09,0.6622,0.9106,0.9575,0,0,0
P03,2026-02-10,0.6633,0.969,0.9575,0,0,0
P03,2026-02-11,0.6654,0.979,0.9575,0,0,0
P03,2026-02-12,0.6684,0.9871,0.9575,0,0,0
P03,2026-02-13,0.6738,1.0526,0.9575,0,0,0
P03,2026-02-14,0.6754,1.1371,0.9575,0,0,0
P03,2026-02-15,0.6813,1.0428,0.9575,0,0,0
P03,2026-02-16,0.682,0.9106,0.9575,0,0,0
P03,2026-02-17,0.6884,0.969,0.9575,0,0,0
P03,2026-02-18,0.6936,0.979,0.9575,0,0,0
P03,2026-02-19,0.7005,0.9871,0.9575,0,0,0
P03,2026-02-20,0.7084,1.0526,0.9575,0,0,0
P03,2026-02-21,0.7119,1.1371,0.9575,0,0,0
P03,2026-02-22,0.7158,1.0428,0.9575,0,0,0
P03,2026-02-23,0.7181,0.9106,0.9575,0,0,0
P03,2026-02-24,0.7231,0.969,0.9575,0,0,0
P03,2026-02-25,0.7324,0.979,0.9575,0,0,0
P03,2026-02-26,0.7389,0.9871,0.9575,0,0,0
P03,2026-02-27,0.74,1.0526,0.9575,0,0,0
P03,2026-02-28,0.75,1.1371,0.9575,0,0,0
P03,2026-03-01,0.7516,1.0428,1.0026,0,0,0
P03,2026-03-02,0.7578,0.9106,1.0026,0,0,0
P03,2026-03-03,0.7653,0.969,1.0026,0,0,0
P03,2026-03-04,0.7687,0.979,1.0026,0,0,0
P03,2026-03-05,0.7725,0.9871,1.0026,0,0,0
P03,2026-03-06,0.7776,1.0526,1.4485,0,0,0
P03,2026-03-07,0.7837,1.1371,1.4485,0,0,0
P03,2026-03-08,0.7892,1.0428,1.0026,0,0,0
P03,2026-03-09,0.7942,0.9106,1.0026,0,0,0
P03,2026-03-10,0.7971,0.969,1.0026,0,0,0
P03,2026-03-11,0.8052,0.979,1.0026,0,0,0
P03,2026-03-12,0.8129,0.9871,1.0026,0,0,0
P03,2026-03-13,0.8156,1.0526,1.4485,0,0,0
P03,2026-03-14,0.8231,1.1371,1.4485,0,0,0
P03,2026-03-15,0.8267,1.0428,1.0026,0,0,0
P03,2026-03-16,0.8321,0.9106,1.0026,0,0,0
P03,2026-03-17,0.8397,0.969,1.0026,0,0,0
P03,2026-03-18,0.8437,0.979,1.0026,0,0,0
P03,2026-03-19,0.8511,0.9871,1.0026,0,0,0
P03,2026-03-20,0.8569,1.0526,1.4485,0,0,0
P03,2026-03-21,0.8584,1.1371,1.4485,0,0,0
P03,2026-03-22,0.8626,1.0428,1.0026,0,0,0
P03,2026-03-23,0.8661,0.9106,1.0026,0,0,0
P03,2026-03-24,0.8675,0.969,1.0026,0,0,0
P03,2026-03-25,0.8689,0.979,1.0026,0,0,0
P03,2026-03-26,0.8735,0.9871,1.0026,0,0,0
P03,2026-03-27,0.8776,1.0526,1.4485,0,0,0
P03,2026-03-28,0.8825,1.1371,1.4485,0,0,0
P03,2026-03-29,0.8846,1.0428,1.0026,0,0,0
P03,2026-03-30,0.8898,0.9106,1.0026,0,0,0
P03,2026-03-31,0.8952,0.969,1.0026,0,0,0
P03,2026-04-01,0.8987,0.979,1.0026,0,0,0
P03,2026-04-02,0.9023,0.9871,1.0026,0,0,0
P03,2026-04-03,0.9091,1.0526,1.0026,0,0,0
P03,2026-04-04,0.914,1.1371,1.1097,0,0,0
P03,2026-04-05,0.9179,1.0428,1.1097,0,0,0
P03,2026-04-06,0.922,0.9106,1.0026,0,0,0
P03,2026-04-07,0.9246,0.969,1.0026,0,0,0
P03,2026-04-08,0.9258,0.979,1.0026,0,0,0
P03,2026-04-09,0.9277,0.9871,1.0026,0,0,0
P03,2026-04-10,0.9324,1.0526,1.0026,0,0,0
P03,2026-04-11,0.9369,1.1371,1.1097,0,0,1
P03,2026-04-12,0.9401,1.0428,1.1097,0,0,0
P03,2026-04-13,0.9394,0.9106,1.0026,0,0,0
P03,2026-04-14,0.9439,0.969,1.0026,0,0,0
P03,2026-04-15,0.947,0.979,1.0026,0,0,0
P03,2026-04-16,0.9484,0.9871,1.0026,0,0,0
P03,2026-04-17,0.9459,1.0526,1.0026,0,0,0
P03,2026-04-18,0.9481,1.1371,1.1097,0,0,0
P03,2026-04-19,0.9514,1.0428,1.1097,0,0,0
P03,2026-04-20,0.9524,0.9106,1.0026,0,0,0
P03,2026-04-21,0.9591,0.969,1.0026,0,0,0
P03,2026-04-22,0.9614,0.979,1.0026,0,0,0
P03,2026-04-23,0.9621,0.9871,1.0026,0,0,0
P03,2026-04-24,0.9659,1.0526,1.0026,0,0,0
P03,2026-04-25,0.9679,1.1371,1.1097,0,0,0
P03,2026-04-26,0.9679,1.0428,1.1097,0,0,0
P03,2026-04-27,0.9724,0.9106,1.0026,0,0,0
P03,2026-04-28,0.9749,0.969,1.0026,0,0,0
P03,2026-04-29,0.9791,0.979,1.0026,0,0,0
P03,2026-04-30,0.9821,0.9871,1.0026,0,0,0
P03,2026-05-01,0.9841,1.0526,1.0026,0,0,0
P03,2026-05-02,0.9887,1.1371,1.1097,0,0,0
P03,2026-05-03,0.9907,1.0428,1.1097,0,0,0
P03,2026-05-04,0.9896,0.9106,1.0026,0,0,0
P03,2026-05-05,0.9883,0.969,1.0026,0,0,0
P03,2026-05-06,0.992,0.979,1.0026,0,0,0
P03,2026-05-07,0.9948,0.9871,1.0026,0,0,0
P03,2026-05-08,0.9979,1.0526,1.0026,0,0,0
P03,2026-05-09,0.9972,1.1371,1.1097,0,0,0
P03,2026-05-10,0.9986,1.0428,1.1097,0,0,0
P03,2026-05-11,1.0005,0.9106,1.0026,0,0,0
P03,2026-05-12,1.0043,0.969,1.0026,0,0,0
P03,2026-05-13,1.0042,0.979,1.0026,0,0,0
P03,2026-05-14,1.0002,0.9871,1.0026,0,0,0
P03,2026-05-15,1.0032,1.0526,1.0026,0,0,0
P03,2026-05-16,1.0017,1.1371,1.1097,0,0,0
P03,2026-05-17,1.0046,1.0428,1.1097,0,0,0
P03,2026-05-18,1.0051,0.9106,1.0026,0,0,0
P03,2026-05-19,1.0025,0.969,1.0026,0,0,0
P03,2026-05-20,0.9992,0.979,1.0026,0,0,0
P03,2026-05-21,0.9936,0.9871,1.0026,0,0,0
P03,2026-05-22,0.9937,1.0526,1.0026,0,0,0
P03,2026-05-23,0.9937,1.1371,1.1097,0,0,0
P03,2026-05-24,0.997,1.0428,1.1097,0,0,0
P03,2026-05-25,0.9929,0.9106,1.0026,0,0,0
P03,2026-05-26,0.9873,0.969,1.0026,0,0,0
P03,2026-05-27,0.9852,0.979,1.0026,0,0,0
P03,2026-05-28,0.9834,0.9871,1.0026,0,0,0
P03,2026-05-29,0.981,1.0526,1.0026,0,0,0
P03,2026-05-30,0.9828,1.1371,1.1097,0,0,0
P03,2026-05-31,0.9834,1.0428,1.1097,0,0,0
P03,2026-06-01,0.9803,0.9106,1.0026,0,0,0
P03,2026-06-02,0.9835,0.969,1.0026,0,0,0
P03,2026-06-03,0.9828,0.979,1.0026,0,0,0
P03,2026-06-04,0.9848,0.9871,1.0026,0,0,0
P03,2026-06-05,0.985,1.0526,1.0026,0,0,0
P03,2026-06-06,0.9818,1.1371,1.0026,0,0,0
P03,2026-06-07,0.9771,1.0428,1.0026,0,0,0
P03,2026-06-08,0.9777,0.9106,1.0026,0,0,0
P03,2026-06-09,0.9713,0.969,1.0026,0,0,0
P03,2026-06-10,0.9652,0.979,1.0026,0,0,0
P03,2026-06-11,0.9623,0.9871,1.0026,0,0,0
P03,2026-06-12,0.961,1.0526,1.0026,0,0,0
P03,2026-06-13,0.9594,1.1371,1.0026,0,0,0
P03,2026-06-14,0.9596,1.0428,1.0026,0,0,0
P03,2026-06-15,0.9576,0.9106,1.0026,0,0,0
P03,2026-06-16,0.954,0.969,1.0026,0,0,0
P03,2026-06-17,0.9501,0.979,1.0026,0,0,0
P03,2026-06-18,0.9492,0.9871,1.0026,0,0,0
P03,2026-06-19,0.9535,1.0526,1.0026,0,0,0
P03,2026-06-20,0.9553,1.1371,1.0026,0,0,0
P03,2026-06-21,0.9553,1.0428,1.0026,0,0,0
P03,2026-06-22,0.9526,0.9106,1.0026,0,0,0
P03,2026-06-23,0.9549,0.969,1.0026,0,0,0
P03,2026-06-24,0.9549,0.979,1.0026,0,0,0
P03,2026-06-25,0.9549,0.9871,1.0026,0,0,0
P03,2026-06-26,0.9497,1.0526,1.0026,0,0,0
P03,2026-06-27,0.9503,1.1371,1.0026,0,0,0
P03,2026-06-28,0.9542,1.0428,1.0026,0,0,0
P03,2026-06-29,0.9545,0.9106,1.0026,0,0,0
P03,2026-06-30,0.9533,0.969,1.0026,0,0,0
P03,2026-07-01,0.9523,0.979,1.0732,0,0,0
P03,2026-07-02,0.9462,0.9871,1.0732,0,0,0
P03,2026-07-03,0.9394,1.0526,1.5505,0,0,0
P03,2026-07-04,0.9336,1.1371,1.5505,0,0,0
P03,2026-07-05,0.9326,1.0428,1.0732,0,0,0
P03,2026-07-06,0.9347,0.9106,1.0732,0,0,0
P03,2026-07-07,0.9367,0.969,1.0732,0,0,0
P03,2026-07-08,0.9379,0.979,1.0732,0,0,0
P03,2026-07-09,0.9342,0.9871,1.0732,0,0,0
P03,2026-07-10,0.9328,1.0526,1.5505,0,0,0
P03,2026-07-11,0.9339,1.1371,1.5505,0,0,0
P03,2026-07-12,0.9343,1.0428,1.0732,0,0,0
P03,2026-07-13,0.9345,0.9106,1.0732,0,0,0
P03,2026-07-14,0.9368,0.969,1.0732,0,0,0
P03,2026-07-15,0.9402,0.979,1.0732,0,0,0
P03,2026-07-16,0.943,0.9871,1.0732,0,0,0
P03,2026-07-17,0.9453,1.0526,1.5505,0,0,0
P03,2026-07-18,0.9462,1.1371,1.5505,0,0,0
P03,2026-07-19,0.9469,1.0428,1.0732,0,0,0
P03,2026-07-20,0.9459,0.9106,1.0732,0,0,0
P03,2026-07-21,0.949,0.969,1.0732,0,0,0
P03,2026-07-22,0.953,0.979,1.0732,0,0,0
P03,2026-07-23,0.9518,0.9871,1.0732,0,0,0
P03,2026-07-24,0.9495,1.0526,1.5505,0,0,0
P03,2026-07-25,0.9523,1.1371,1.5505,0,0,0
P03,2026-07-26,0.9507,1.0428,1.0732,0,0,0
P03,2026-07-27,0.951,0.9106,1.0732,0,0,0
P03,2026-07-28,0.9495,0.969,1.0732,0,0,0
P03,2026-07-29,0.9494,0.979,1.0732,0,0,0
P03,2026-07-30,0.9534,0.9871,1.0732,0,0,0
P03,2026-07-31,0.9498,1.0526,1.5505,0,0,0
P03,2026-08-01,0.9504,1.1371,1.0732,0,0,0
P03,2026-08-02,0.9508,1.0428,1.0732,0,0,0
P03,2026-08-03,0.961,0.9106,1.0732,0,0,0
P03,2026-08-04,0.9584,0.969,1.0732,0,0,0
P03,2026-08-05,0.9568,0.979,1.0732,0,0,0
P03,2026-08-06,0.9557,0.9871,1.0732,0,0,0
P03,2026-08-07,0.9572,1.0526,1.0732,0,0,0
P03,2026-08-08,0.9524,1.1371,1.0732,0,0,0
P03,2026-08-09,0.9509,1.0428,1.0732,0,0,0
P03,2026-08-10,0.9498,0.9106,1.0732,0,0,0
P03,2026-08-11,0.9507,0.969,1.0732,0,0,0
P03,2026-08-12,0.9491,0.979,1.0732,0,0,0
P03,2026-08-13,0.9486,0.9871,1.0732,0,0,0
P03,2026-08-14,0.9476,1.0526,1.0732,0,0,0
P03,2026-08-15,0.9475,1.1371,2.3014,0,0,0
P03,2026-08-16,0.947,1.0428,2.3014,0,0,0
P03,2026-08-17,0.945,0.9106,2.3014,0,0,0
P03,2026-08-18,0.9521,0.969,1.0732,0,0,0
P03,2026-08-19,0.9532,0.979,1.0732,0,0,0
P03,2026-08-20,0.9548,0.9871,1.0732,0,0,0
P03,2026-08-21,0.9557,1.0526,1.0732,0,0,0
P03,2026-08-22,0.9534,1.1371,1.0732,0,0,0
P03,2026-08-23,0.9586,1.0428,1.0732,0,0,0
P03,2026-08-24,0.9568,0.9106,1.0732,0,0,0
P03,2026-08-25,0.9553,0.969,1.0732,0,0,0
P03,2026-08-26,0.9598,0.979,1.0732,0,0,0
P03,2026-08-27,0.9583,0.9871,1.0732,0,0,0
P03,2026-08-28,0.9588,1.0526,1.0732,0,0,0
P03,2026-08-29,0.9585,1.1371,1.0732,0,0,0
P03,2026-08-30,0.9586,1.0428,1.0732,0,0,0
P03,2026-08-31,0.96,0.9106,1.0732,0,0,0
P03,2026-09-01,0.9604,0.969,1.0732,0,0,0
P03,2026-09-02,0.9604,0.979,1.0732,0,0,0
P03,2026-09-03,0.9581,0.9871,1.0732,0,0,0
P03,2026-09-04,0.962,1.0526,1.0732,0,0,0
P03,2026-09-05,0.9684,1.1371,1.0732,0,0,0
P03,2026-09-06,0.967,1.0428,1.0732,0,0,0
P03,2026-09-07,0.9656,0.9106,1.0732,0,0,0
P03,2026-09-08,0.968,0.969,1.0732,0,0,0
P03,2026-09-09,0.9675,0.979,1.0732,0,0,0
P03,2026-09-10,0.9659,0.9871,1.0732,0,0,0
P03,2026-09-11,0.9647,1.0526,1.0732,0,0,0
P03,2026-09-12,0.9652,1.1371,1.0732,0,0,0
P03,2026-09-13,0.963,1.0428,1.0732,0,0,0
P03,2026-09-14,0.9681,0.9106,1.0732,0,0,0
P03,2026-09-15,0.9709,0.969,1.0732,0,0,0
P03,2026-09-16,0.97,0.979,1.0732,0,0,0
P03,2026-09-17,0.9684,0.9871,1.0732,0,0,0
P03,2026-09-18,0.9638,1.0526,1.0732,0,0,0
P03,2026-09-19,0.959,1.1371,1.0732,0,0,0
P03,2026-09-20,0.9593,1.0428,1.0732,0,0,0
P03,2026-09-21,0.9588,0.9106,1.0732,0,0,0
P03,2026-09-22,0.9581,0.969,1.0732,0,0,0
P03,2026-09-23,0.9612,0.979,1.0732,0,0,0
P03,2026-09-24,0.9634,0.9871,1.0732,0,0,0
P03,2026-09-25,0.9597,1.0526,1.0732,0,0,0
P03,2026-09-26,0.9609,1.1371,1.0732,0,0,0
P03,2026-09-27,0.9636,1.0428,1.0732,0,0,0
P03,2026-09-28,0.9652,0.9106,1.0732,0,0,0
P03,2026-09-29,0.9686,0.969,1.0732,0,0,0
P03,2026-09-30,0.971,0.979,1.0732,0,0,0
P03,2026-10-01,0.9756,0.9871,1.0,0,0,0
P03,2026-10-02,0.9848,1.0526,1.4448,0,0,0
P03,2026-10-03,0.9837,1.1371,1.4448,0,0,0
P03,2026-10-04,0.9859,1.0428,1.0,0,0,0
P03,2026-10-05,0.9865,0.9106,1.0,0,0,0
P03,2026-10-06,0.9871,0.969,1.0,0,0,0
P03,2026-10-07,0.9918,0.979,1.0,0,0,0
P03,2026-10-08,0.9921,0.9871,1.0,0,0,0
P03,2026-10-09,0.9906,1.0526,1.4448,0,0,0
P03,2026-10-10,0.9894,1.1371,1.4448,0,0,0
P03,2026-10-11,0.9953,1.0428,1.0,0,0,0
P03,2026-10-12,0.9951,0.9106,1.0,0,0,0
P03,2026-10-13,0.9955,0.969,1.0,0,0,0
P03,2026-10-14,0.9965,0.979,1.0,0,0,0
P03,2026-10-15,0.9991,0.9871,1.0,0,0,0
P03,2026-10-16,0.9992,1.0526,1.4448,0,0,0
P03,2026-10-17,1.0042,1.1371,1.4448,0,0,0
P03,2026-10-18,1.0054,1.0428,1.0,0,0,0
P03,2026-10-19,1.0063,0.9106,1.0,0,0,0
P03,2026-10-20,1.0078,0.969,3.2544,0,0,0
P03,2026-10-21,1.0058,0.979,3.2544,0,0,0
P03,2026-10-22,1.0044,0.9871,3.2544,0,0,0
P03,2026-10-23,1.0075,1.0526,3.2544,0,0,0
P03,2026-10-24,1.0084,1.1371,3.2544,0,0,0
P03,2026-10-25,1.01,1.0428,3.2544,0,0,0
P03,2026-10-26,1.0117,0.9106,1.0,0,0,0
P03,2026-10-27,1.0119,0.969,1.0,0,0,0
P03,2026-10-28,1.0116,0.979,1.0,0,0,0
P03,2026-10-29,1.0135,0.9871,1.0,0,0,0
P03,2026-10-30,1.0183,1.0526,1.4448,0,0,0
P03,2026-10-31,1.0156,1.1371,1.4448,0,0,0
P03,2026-11-01,1.0127,1.0428,3.0267,0,0,0
P03,2026-11-02,1.0164,0.9106,3.0267,0,0,0
P03,2026-11-03,1.0175,0.969,3.0267,0,0,0
P03,2026-11-04,1.0201,0.979,0.9575,0,0,0
P03,2026-11-05,1.0224,0.9871,0.9575,0,0,0
P03,2026-11-06,1.0291,1.0526,0.9575,0,0,0
P03,2026-11-07,1.029,1.1371,0.9575,0,0,0
P03,2026-11-08,1.0283,1.0428,0.9575,0,0,0
P03,2026-11-09,1.0301,0.9106,0.9575,0,0,0
P03,2026-11-10,1.0347,0.969,0.9575,0,0,0
P03,2026-11-11,1.0335,0.979,0.9575,0,0,0
P03,2026-11-12,1.0293,0.9871,0.9575,0,0,0
P03,2026-11-13,1.0287,1.0526,0.9575,0,0,0
P03,2026-11-14,1.0333,1.1371,0.9575,0,0,0
P03,2026-11-15,1.0381,1.0428,0.9575,0,0,0
P03,2026-11-16,1.0369,0.9106,0.9575,0,0,0
P03,2026-11-17,1.0405,0.969,0.9575,0,0,0
P03,2026-11-18,1.0494,0.979,0.9575,0,0,0
P03,2026-11-19,1.0513,0.9871,0.9575,0,0,0
P03,2026-11-20,1.0531,1.0526,0.9575,0,0,0
P03,2026-11-21,1.0519,1.1371,0.9575,0,0,0
P03,2026-11-22,1.0569,1.0428,0.9575,0,0,0
P03,2026-11-23,1.0597,0.9106,0.9575,0,0,0
P03,2026-11-24,1.0568,0.969,0.9575,0,0,0
P03,2026-11-25,1.0569,0.979,0.9575,0,0,0
P03,2026-11-26,1.0587,0.9871,0.9575,0,0,0
P03,2026-11-27,1.0568,1.0526,0.9575,0,0,0
P03,2026-11-28,1.0593,1.1371,0.9575,0,0,0
P03,2026-11-29,1.0537,1.0428,0.9575,0,0,0
P03,2026-11-30,1.0545,0.9106,0.9575,0,0,0
P03,2026-12-01,1.0532,0.969,0.9575,0,0,0
P03,2026-12-02,1.0569,0.979,0.9575,0,0,0
P03,2026-12-03,1.0527,0.9871,0.9575,0,0,0
P03,2026-12-04,1.047,1.0526,0.9575,0,0,0
P03,2026-12-05,1.0501,1.1371,0.9575,0,0,0
P03,2026-12-06,1.0516,1.0428,0.9575,0,0,0
P03,2026-12-07,1.0568,0.9106,0.9575,0,0,0
P03,2026-12-08,1.0602,0.969,0.9575,0,0,0
P03,2026-12-09,1.0598,0.979,0.9575,0,0,0
P03,2026-12-10,1.0633,0.9871,0.9575,0,0,0
P03,2026-12-11,1.0596,1.0526,0.9575,0,0,0
P03,2026-12-12,1.0614,1.1371,0.9575,0,0,0
P03,2026-12-13,1.0581,1.0428,0.9575,0,0,0
P03,2026-12-14,1.0531,0.9106,0.9575,0,0,0
P03,2026-12-15,1.0528,0.969,0.9575,0,0,0
P03,2026-12-16,1.0513,0.979,0.9575,0,0,0
P03,2026-12-17,1.0556,0.9871,0.9575,0,0,0
P03,2026-12-18,1.0568,1.0526,0.9575,0,0,0
P03,2026-12-19,1.0625,1.1371,0.9575,0,0,0
P03,2026-12-20,1.064,1.0428,0.9575,0,0,0
P03,2026-12-21,1.0687,0.9106,0.9575,0,0,0
P03,2026-12-22,1.0623,0.969,0.9575,0,0,0
P03,2026-12-23,1.0617,0.979,0.9575,0,0,0
P03,2026-12-24,1.0646,0.9871,0.9575,0,0,0
P03,2026-12-25,1.0625,1.0526,0.9575,0,0,0
P03,2026-12-26,1.0619,1.1371,0.9575,0,0,0
P03,2026-12-27,1.0607,1.0428,0.9575,0,0,0
P03,2026-12-28,1.0598,0.9106,0.9575,0,0,0
P03,2026-12-29,1.0612,0.969,0.9575,0,0,0
P03,2026-12-30,1.06,0.979,0.9575,0,0,0
P03,2026-12-31,1.0556,0.9871,0.9575,0,0,0
P03,2027-01-01,1.0568,1.0526,0.661,0,0,0
P03,2027-01-02,1.0531,1.1371,0.9575,0,0,0
P03,2027-01-03,1.0509,1.0428,0.9575,0,0,0
