product_id,date,predicted_demand,baseline_used,day_factor_used,event_multiplier_used,confidence_score,confidence_reason
P19,2028-01-03,38.1677,44.0,0.9238,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-04,38.9114,44.0,0.9418,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-05,39.5601,44.0,0.9575,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-06,40.9813,44.0,0.9919,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-07,44.0222,44.0,1.0655,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-08,46.2367,44.0,1.1191,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-09,44.6585,44.0,1.0809,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-10,38.1677,44.0,0.9238,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-11,38.9114,44.0,0.9418,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-12,39.5601,44.0,0.9575,0.939,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-13,45.7925,44.0,0.9919,1.0492,1.0,"High confidence: long, clean history with 730 days of observations."
P19,2028-01-14,49.1904,44.0,1.0655,1.0492,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-01,19.5845,18.0,1.1644,0.9344,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-02,19.2729,18.0,1.106,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-03,15.6083,18.0,0.8957,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-04,16.1311,18.0,0.9257,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-05,16.5963,18.0,0.9524,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-06,17.3578,18.0,0.9961,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-07,18.5219,18.0,1.0629,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-08,20.2906,18.0,1.1644,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-09,19.2729,18.0,1.106,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-10,15.6083,18.0,0.8957,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-11,16.1311,18.0,0.9257,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-12,16.5963,18.0,0.9524,0.9681,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-13,20.5968,18.0,0.9961,1.1487,1.0,"High confidence: long, clean history with 730 days of observations."
P20,2028-01-14,21.9781,18.0,1.0629,1.1487,1.0,"High confidence: long, clean history with 730 days of observations."
P21,2028-01-01,10.1535,7.0,1.1259,1.2883,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-02,8.7226,7.0,1.1038,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-03,7.7996,7.0,0.987,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-04,7.3436,7.0,0.9293,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-05,7.828,7.0,0.9906,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-06,7.2393,7.0,0.9161,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-07,8.2026,7.0,1.038,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-08,8.8972,7.0,1.1259,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-09,8.7226,7.0,1.1038,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-10,7.7996,7.0,0.987,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-11,7.3436,7.0,0.9293,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-12,7.828,7.0,0.9906,1.1289,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-13,10.2863,7.0,0.9161,1.6041,0.9,"High confidence: long, clean history with 657 days of observations."
P21,2028-01-14,11.6551,7.0,1.038,1.6041,0.9,"High confidence: long, clean history with 657 days of observations."
P22,2028-01-01,36.4629,34.0,1.0891,0.9847,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-02,39.963,34.0,1.0738,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-03,34.8494,34.0,0.9364,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-04,34.5778,34.0,0.9291,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-05,37.0638,34.0,0.9959,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-06,37.0005,34.0,0.9942,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-07,38.5078,34.0,1.0347,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-08,40.5324,34.0,1.0891,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-09,39.963,34.0,1.0738,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-10,34.8494,34.0,0.9364,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-11,34.5778,34.0,0.9291,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-12,37.0638,34.0,0.9959,1.0946,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-13,51.8674,34.0,0.9942,1.5344,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P22,2028-01-14,53.9802,34.0,1.0347,1.5344,0.7671,Medium confidence: moderate history (560 days) limits seasonality learning.
P23,2028-01-01,49.062,46.0,1.1291,0.9446,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-02,51.5632,46.0,1.0553,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-03,45.3725,46.0,0.9286,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-04,46.0957,46.0,0.9434,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-05,46.6527,46.0,0.9548,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-06,48.827,46.0,0.9993,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-07,51.9101,46.0,1.0624,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-08,55.1692,46.0,1.1291,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-09,51.5632,46.0,1.0553,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-10,45.3725,46.0,0.9286,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-11,46.0957,46.0,0.9434,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-12,46.6527,46.0,0.9548,1.0622,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-13,74.5198,46.0,0.9993,1.6211,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P23,2028-01-14,79.2253,46.0,1.0624,1.6211,0.6548,Medium confidence: moderate history (478 days) limits seasonality learning.
P24,2028-01-01,21.3944,19.0,1.1212,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-02,20.5853,19.0,1.0788,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-03,16.8663,19.0,0.8839,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-04,19.4633,19.0,1.02,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-05,18.4425,19.0,0.9665,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-06,19.2172,19.0,1.0071,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-07,18.8852,19.0,0.9897,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-08,21.3944,19.0,1.1212,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-09,20.5853,19.0,1.0788,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-10,16.8663,19.0,0.8839,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-11,19.4633,19.0,1.02,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-12,18.4425,19.0,0.9665,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-13,19.2172,19.0,1.0071,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P24,2028-01-14,18.8852,19.0,0.9897,1.0043,0.4521,Medium confidence: moderate history (330 days) limits seasonality learning.
P25,2028-01-01,51.2286,37.0,1.1436,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-02,52.4426,37.0,1.1707,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-03,40.8942,37.0,0.9129,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-04,41.4228,37.0,0.9247,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-05,40.0923,37.0,0.895,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-06,43.3132,37.0,0.9669,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-07,47.7659,37.0,1.0663,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-08,51.2286,37.0,1.1436,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-09,52.4426,37.0,1.1707,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-10,40.8942,37.0,0.9129,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-11,41.4228,37.0,0.9247,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-12,40.0923,37.0,0.895,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-13,43.3132,37.0,0.9669,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P25,2028-01-14,47.7659,37.0,1.0663,1.2107,0.3123,"Low confidence: very short history (228 days), causing high uncertainty in seasonality."
P26,2028-01-01,68.6984,49.0,1.0897,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-02,72.1027,49.0,1.1437,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-03,54.9234,49.0,0.8712,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-04,58.9708,49.0,0.9354,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-05,61.0512,49.0,0.9684,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-06,62.8227,49.0,0.9965,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-07,63.2767,49.0,1.0037,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-08,68.6984,49.0,1.0897,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-09,72.1027,49.0,1.1437,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-10,54.9234,49.0,0.8712,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-11,58.9708,49.0,0.9354,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-12,61.0512,49.0,0.9684,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-13,62.8227,49.0,0.9965,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P26,2028-01-14,63.2767,49.0,1.0037,1.2866,0.1945,"Low confidence: very short history (142 days), causing high uncertainty in seasonality."
P27,2028-01-01,61.4285,46.0,1.2107,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-02,56.7758,46.0,1.119,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-03,41.732,46.0,0.8225,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-04,46.816,46.0,0.9227,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-05,46.7094,46.0,0.9206,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-06,46.6333,46.0,0.9191,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-07,59.815,46.0,1.1789,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-08,61.4285,46.0,1.2107,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-09,56.7758,46.0,1.119,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-10,41.732,46.0,0.8225,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-11,46.816,46.0,0.9227,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-12,46.7094,46.0,0.9206,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-13,46.6333,46.0,0.9191,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P27,2028-01-14,59.815,46.0,1.1789,1.103,0.126,"Low confidence: very short history (92 days), causing high uncertainty in seasonality."
P28,2026-08-29,5.0,5.0,1.0,1.0,,
P28,2026-08-30,5.0,5.0,1.0,1.0,,
P28,2026-08-31,5.0,5.0,1.0,1.0,,
P28,2026-09-01,5.0,5.0,1.0,1.0,,
P28,2026-09-02,5.0,5.0,1.0,1.0,,
P28,2026-09-03,5.0,5.0,1.0,1.0,,
P28,2026-09-04,5.0,5.0,1.0,1.0,,
P28,2026-09-05,5.0,5.0,1.0,1.0,,
P28,2026-09-06,5.0,5.0,1.0,1.0,,
P28,2026-09-07,5.0,5.0,1.0,1.0,,
P28,2026-09-08,5.0,5.0,1.0,1.0,,
P28,2026-09-09,5.0,5.0,1.0,1.0,,
P28,2026-09-10,5.0,5.0,1.0,1.0,,
P28,2026-09-11,5.0,5.0,1.0,1.0,,
P29,2026-08-28,5.0,5.0,1.0,1.0,,
P29,2026-08-29,5.0,5.0,1.0,1.0,,
P29,2026-08-30,5.0,5.0,1.0,1.0,,
P29,2026-08-31,5.0,5.0,1.0,1.0,,
P29,2026-09-01,5.0,5.0,1.0,1.0,,
P29,2026-09-02,5.0,5.0,1.0,1.0,,
P29,2026-09-03,5.0,5.0,1.0,1.0,,
P29,2026-09-04,5.0,5.0,1.0,1.0,,
P29,2026-09-05,5.0,5.0,1.0,1.0,,
P29,2026-09-06,5.0,5.0,1.0,1.0,,
P29,2026-09-07,5.0,5.0,1.0,1.0,,
P29,2026-09-08,5.0,5.0,1.0,1.0,,
P29,2026-09-09,5.0,5.0,1.0,1.0,,
P29,2026-09-10,5.0,5.0,1.0,1.0,,
P30,2026-08-28,5.0,5.0,1.0,1.0,,
P30,2026-08-29,5.0,5.0,1.0,1.0,,
P30,2026-08-30,5.0,5.0,1.0,1.0,,
P30,2026-08-31,5.0,5.0,1.0,1.0,,
P30,2026-09-01,5.0,5.0,1.0,1.0,,
P30,2026-09-02,5.0,5.0,1.0,1.0,,
P30,2026-09-03,5.0,5.0,1.0,1.0,,
P30,2026-09-04,5.0,5.0,1.0,1.0,,
P30,2026-09-05,5.0,5.0,1.0,1.0,,
P30,2026-09-06,5.0,5.0,1.0,1.0,,
P30,2026-09-07,5.0,5.0,1.0,1.0,,
P30,2026-09-08,5.0,5.0,1.0,1.0,,
P30,2026-09-09,5.0,5.0,1.0,1.0,,
P30,2026-09-10,5.0,5.0,1.0,1.0,,
P31,2026-08-29,5.0,5.0,1.0,1.0,,
P31,2026-08-30,5.0,5.0,1.0,1.0,,
P31,2026-08-31,5.0,5.0,1.0,1.0,,
P31,2026-09-01,5.0,5.0,1.0,1.0,,
P31,2026-09-02,5.0,5.0,1.0,1.0,,
P31,2026-09-03,5.0,5.0,1.0,1.0,,
P31,2026-09-04,5.0,5.0,1.0,1.0,,
P31,2026-09-05,5.0,5.0,1.0,1.0,,
P31,2026-09-06,5.0,5.0,1.0,1.0,,
P31,2026-09-07,5.0,5.0,1.0,1.0,,
P31,2026-09-08,5.0,5.0,1.0,1.0,,
P31,2026-09-09,5.0,5.0,1.0,1.0,,
P31,2026-09-10,5.0,5.0,1.0,1.0,,
P31,2026-09-11,5.0,5.0,1.0,1.0,,
P32,2026-08-28,5.0,5.0,1.0,1.0,,
P32,2026-08-29,5.0,5.0,1.0,1.0,,
P32,2026-08-30,5.0,5.0,1.0,1.0,,
P32,2026-08-31,5.0,5.0,1.0,1.0,,
P32,2026-09-01,5.0,5.0,1.0,1.0,,
P32,2026-09-02,5.0,5.0,1.0,1.0,,
P32,2026-09-03,5.0,5.0,1.0,1.0,,
P32,2026-09-04,5.0,5.0,1.0,1.0,,
P32,2026-09-05,5.0,5.0,1.0,1.0,,
P32,2026-09-06,5.0,5.0,1.0,1.0,,
P32,2026-09-07,5.0,5.0,1.0,1.0,,
P32,2026-09-08,5.0,5.0,1.0,1.0,,
P32,2026-09-09,5.0,5.0,1.0,1.0,,
P32,2026-09-10,5.0,5.0,1.0,1.0,,
