date,product_id,units_sold,stock_available_end_of_day,promotion_flag,unit_price
2027-05-30,P06,85,107,0,55
2027-05-31,P06,72,105,0,55
2027-06-01,P06,54,128,0,55
2027-06-02,P06,45,59,0,55
2027-06-03,P06,47,63,0,55
2027-06-04,P06,46,120,0,55
2027-06-05,P06,59,92,0,55
2027-06-06,P06,62,63,0,55
2027-06-07,P06,45,91,0,55
2027-06-08,P06,53,83,0,55
2027-06-09,P06,58,63,0,55
2027-06-10,P06,55,129,0,55
2027-06-11,P06,64,85,0,55
2027-06-12,P06,63,78,0,55
2027-06-13,P06,60,61,0,55
2027-06-14,P06,59,93,0,55
2027-06-15,P06,41,70,0,55
2027-06-16,P06,43,103,0,55
2027-06-17,P06,63,70,0,55
2027-06-18,P06,59,70,0,55
2027-06-19,P06,59,61,0,55
2027-06-20,P06,69,84,0,55
2027-06-21,P06,56,65,0,55
2027-06-22,P06,65,82,0,55
2027-06-23,P06,58,138,0,55
2027-06-24,P06,56,57,0,55
2027-06-25,P06,63,75,0,55
2027-06-26,P06,68,68,0,55
2027-06-27,P06,58,83,0,55
2027-06-28,P06,64,106,0,55
2027-06-29,P06,53,133,0,55
2027-06-30,P06,61,87,0,55
2027-07-01,P06,78,73,0,55
2027-07-02,P06,67,74,1,55
2027-07-03,P06,80,101,1,55
2027-07-04,P06,68,99,0,55
2027-07-05,P06,66,95,0,55
2027-07-06,P06,47,68,0,55
2027-07-07,P06,50,104,0,55
2027-07-08,P06,73,106,0,55
2027-07-09,P06,67,131,1,55
2027-07-10,P06,84,103,1,55
2027-07-11,P06,52,95,0,55
2027-07-12,P06,60,77,0,55
2027-07-13,P06,48,76,0,55
2027-07-14,P06,47,49,0,55
2027-07-15,P06,57,127,0,55
2027-07-16,P06,73,107,1,55
2027-07-17,P06,91,121,1,55
2027-07-18,P06,55,84,0,55
2027-07-19,P06,50,84,0,55
2027-07-20,P06,50,80,0,55
2027-07-21,P06,51,122,0,55
2027-07-22,P06,54,74,0,55
2027-07-23,P06,60,74,1,55
2027-07-24,P06,88,107,1,55
2027-07-25,P06,72,91,0,55
2027-07-26,P06,38,105,0,55
2027-07-27,P06,64,94,0,55
2027-07-28,P06,54,60,0,55
2027-07-29,P06,55,54,0,55
2027-07-30,P06,78,87,1,55
2027-07-31,P06,71,76,1,55
2027-08-01,P06,75,102,0,55
2027-08-02,P06,53,65,0,55
2027-08-03,P06,71,96,0,55
2027-08-04,P06,53,88,0,55
2027-08-05,P06,51,64,0,55
2027-08-06,P06,77,96,0,55
2027-08-07,P06,64,119,0,55
2027-08-08,P06,46,83,0,55
2027-08-09,P06,67,127,0,55
2027-08-10,P06,60,94,0,55
2027-08-11,P06,67,75,0,55
2027-08-12,P06,55,100,0,55
2027-08-13,P06,72,130,0,55
2027-08-14,P06,60,75,0,55
2027-08-15,P06,97,127,1,55
2027-08-16,P06,56,78,1,55
2027-08-17,P06,74,119,1,55
2027-08-18,P06,55,131,0,55
2027-08-19,P06,63,64,0,55
2027-08-20,P06,63,63,0,55
2027-08-21,P06,79,123,0,55
2027-08-22,P06,63,87,0,55
2027-08-23,P06,59,81,0,55
2027-08-24,P06,47,77,0,55
2027-08-25,P06,53,59,0,55
2027-08-26,P06,71,74,0,55
2027-08-27,P06,71,89,0,55
2027-08-28,P06,80,106,0,55
2027-08-29,P06,84,112,0,55
2027-08-30,P06,63,92,0,55
2027-08-31,P06,68,102,0,55
2027-09-01,P06,46,105,0,55
2027-09-02,P06,64,98,0,55
2027-09-03,P06,64,94,0,55
2027-09-04,P06,73,107,0,55
2027-09-05,P06,66,130,0,55
2027-09-06,P06,39,56,0,55
2027-09-07,P06,55,129,0,55
2027-09-08,P06,49,74,0,55
2027-09-09,P06,67,98,0,55
2027-09-10,P06,59,72,0,55
2027-09-11,P06,64,76,0,55
2027-09-12,P06,62,110,0,55
2027-09-13,P06,44,55,0,55
2027-09-14,P06,54,83,0,55
2027-09-15,P06,46,61,0,55
2027-09-16,P06,41,65,0,55
2027-09-17,P06,80,85,0,55
2027-09-18,P06,61,59,0,55
2027-09-19,P06,79,99,0,55
2027-09-20,P06,54,66,0,55
2027-09-21,P06,57,120,0,55
2027-09-22,P06,52,81,0,55
2027-09-23,P06,62,117,0,55
2027-09-24,P06,56,65,0,55
2027-09-25,P06,81,89,0,55
2027-09-26,P06,66,74,0,55
2027-09-27,P06,51,63,0,55
2027-09-28,P06,63,135,0,55
2027-09-29,P06,64,61,0,55
2027-09-30,P06,66,91,0,55
2027-10-01,P06,66,94,1,55
2027-10-02,P06,95,115,1,55
2027-10-03,P06,69,77,0,55
2027-10-04,P06,59,123,0,55
2027-10-05,P06,53,73,0,55
2027-10-06,P06,43,82,0,55
2027-10-07,P06,55,71,0,55
2027-10-08,P06,57,72,1,55
2027-10-09,P06,76,92,1,55
2027-10-10,P06,66,137,0,55
2027-10-11,P06,60,93,0,55
2027-10-12,P06,55,89,0,55
2027-10-13,P06,61,87,0,55
2027-10-14,P06,63,123,0,55
2027-10-15,P06,85,119,1,55
2027-10-16,P06,77,104,1,55
2027-10-17,P06,62,95,0,55
2027-10-18,P06,72,98,0,55
2027-10-19,P06,61,130,0,55
2027-10-20,P06,122,126,1,55
2027-10-21,P06,114,113,1,55
2027-10-22,P06,131,151,1,55
2027-10-23,P06,137,158,1,55
2027-10-24,P06,126,123,1,55
2027-10-25,P06,102,125,1,55
2027-10-26,P06,52,109,0,55
2027-10-27,P06,38,112,0,55
2027-10-28,P06,63,82,0,55
2027-10-29,P06,86,103,1,55
2027-10-30,P06,83,101,1,55
2027-10-31,P06,70,95,0,55
2027-11-01,P06,103,103,1,55
2027-11-02,P06,125,121,1,55
2027-11-03,P06,122,142,1,55
2027-11-04,P06,58,125,0,55
2027-11-05,P06,60,79,0,55
2027-11-06,P06,68,119,0,55
2027-11-07,P06,65,92,0,55
2027-11-08,P06,54,104,0,55
2027-11-09,P06,61,64,0,55
2027-11-10,P06,42,109,0,55
2027-11-11,P06,56,83,0,55
2027-11-12,P06,49,109,0,55
2027-11-13,P06,80,98,0,55
2027-11-14,P06,58,54,0,55
2027-11-15,P06,64,81,0,55
2027-11-16,P06,55,80,0,55
2027-11-17,P06,43,85,0,55
2027-11-18,P06,51,66,0,55
2027-11-19,P06,60,86,0,55
2027-11-20,P06,73,89,0,55
2027-11-21,P06,68,129,0,55
2027-11-22,P06,68,120,0,55
2027-11-23,P06,69,85,0,55
2027-11-24,P06,51,66,0,55
2027-11-25,P06,47,113,0,55
2027-11-26,P06,68,100,0,55
2027-11-27,P06,80,103,0,55
2027-11-28,P06,90,117,0,55
2027-11-29,P06,65,79,0,55
2027-11-30,P06,59,82,0,55
2027-12-01,P06,59,121,0,55
2027-12-02,P06,63,116,0,55
2027-12-03,P06,80,113,0,55
2027-12-04,P06,62,72,0,55
2027-12-05,P06,71,133,0,55
2027-12-06,P06,53,138,0,55
2027-12-07,P06,63,124,0,55
2027-12-08,P06,48,64,0,55
2027-12-09,P06,55,89,0,55
2027-12-10,P06,51,74,0,55
2027-12-11,P06,70,98,0,55
2027-12-12,P06,66,80,0,55
2027-12-13,P06,66,88,0,55
2027-12-14,P06,57,136,0,55
2027-12-15,P06,78,108,0,55
2027-12-16,P06,59,133,0,55
2027-12-17,P06,52,83,0,55
2027-12-18,P06,71,132,0,55
2027-12-19,P06,67,99,0,55
2027-12-20,P06,46,112,0,55
2027-12-21,P06,48,70,0,55
2027-12-22,P06,67,94,0,55
2027-12-23,P06,65,60,0,55
2027-12-24,P06,58,82,0,55
2027-12-25,P06,62,124,0,55
2027-12-26,P06,72,91,0,55
2027-12-27,P06,58,55,0,55
2027-12-28,P06,62,112,0,55
2027-12-29,P06,54,85,0,55
2027-12-30,P06,75,94,0,55
2027-12-31,P06,66,83,0,55
2026-01-01,P07,19,108,0,120
2026-01-02,P07,13,127,0,120
2026-01-03,P07,11,44,0,120
2026-01-04,P07,6,40,0,120
2026-01-05,P07,20,59,0,120
2026-01-06,P07,13,46,0,120
2026-01-07,P07,12,72,0,120
2026-01-08,P07,12,61,0,120
2026-01-09,P07,15,39,0,120
2026-01-10,P07,17,49,0,120
2026-01-11,P07,16,41,0,120
2026-01-12,P07,13,41,0,120
2026-01-13,P07,21,118,1,120
2026-01-14,P07,26,45,1,120
2026-01-15,P07,18,35,1,120
2026-01-16,P07,34,33,1,120
2026-01-17,P07,20,126,0,120
2026-01-18,P07,23,105,0,120
2026-01-19,P07,10,115,0,120
2026-01-20,P07,19,30,0,120
2026-01-21,P07,12,119,0,120
2026-01-22,P07,16,53,0,120
2026-01-23,P07,16,38,0,120
2026-01-24,P07,17,121,0,120
2026-01-25,P07,24,95,0,120
2026-01-26,P07,15,48,0,120
2026-01-27,P07,15,36,0,120
2026-01-28,P07,20,45,0,120
2026-01-29,P07,17,74,0,120
2026-01-30,P07,16,108,0,120
2026-01-31,P07,25,114,0,120
2026-02-01,P07,24,55,0,120
2026-02-02,P07,19,34,0,120
2026-02-03,P07,26,110,0,120
2026-02-04,P07,22,53,0,120
2026-02-05,P07,14,132,0,120
2026-02-06,P07,22,107,0,120
2026-02-07,P07,23,103,0,120
2026-02-08,P07,20,72,0,120
2026-02-09,P07,15,83,0,120
2026-02-10,P07,13,118,0,120
2026-02-11,P07,22,89,0,120
2026-02-12,P07,22,80,0,120
2026-02-13,P07,25,108,0,120
2026-02-14,P07,27,134,0,120
2026-02-15,P07,24,122,0,120
2026-02-16,P07,12,85,0,120
2026-02-17,P07,20,120,0,120
2026-02-18,P07,16,72,0,120
2026-02-19,P07,22,124,0,120
2026-02-20,P07,23,55,0,120
2026-02-21,P07,30,129,0,120
2026-02-22,P07,24,108,0,120
2026-02-23,P07,35,64,0,120
2026-02-24,P07,22,96,0,120
2026-02-25,P07,25,121,0,120
2026-02-26,P07,30,52,0,120
2026-02-27,P07,27,35,0,120
2026-02-28,P07,29,77,0,120
2026-03-01,P07,34,66,0,120
2026-03-02,P07,34,112,0,120
2026-03-03,P07,28,38,0,120
2026-03-04,P07,25,48,0,120
2026-03-05,P07,32,51,0,120
2026-03-06,P07,35,48,1,120
2026-03-07,P07,59,138,1,120
2026-03-08,P07,38,96,0,120
2026-03-09,P07,26,104,0,120
2026-03-10,P07,11,55,0,120
2026-03-11,P07,31,136,0,120
2026-03-12,P07,28,91,0,120
2026-03-13,P07,44,122,1,120
2026-03-14,P07,50,52,1,120
2026-03-15,P07,40,57,0,120
2026-03-16,P07,31,120,0,120
2026-03-17,P07,34,110,0,120
2026-03-18,P07,41,65,0,120
2026-03-19,P07,27,118,0,120
2026-03-20,P07,45,78,1,120
2026-03-21,P07,39,112,1,120
2026-03-22,P07,46,87,0,120
2026-03-23,P07,37,82,0,120
2026-03-24,P07,34,29,0,120
2026-03-25,P07,27,121,0,120
2026-03-26,P07,30,101,0,120
2026-03-27,P07,44,56,1,120
2026-03-28,P07,50,90,1,120
2026-03-29,P07,37,45,0,120
2026-03-30,P07,36,69,0,120
2026-03-31,P07,36,77,0,120
2026-04-01,P07,33,62,0,120
2026-04-02,P07,42,46,0,120
2026-04-03,P07,43,62,0,120
2026-04-04,P07,45,93,0,120
2026-04-05,P07,39,105,0,120
2026-04-06,P07,35,48,0,120
2026-04-07,P07,30,129,0,120
2026-04-08,P07,37,125,0,120
2026-04-09,P07,36,38,0,120
2026-04-10,P07,48,101,0,120
2026-04-11,P07,54,119,0,120
2026-04-12,P07,45,66,0,120
2026-04-13,P07,49,126,0,120
2026-04-14,P07,38,116,0,120
2026-04-15,P07,34,81,0,120
2026-04-16,P07,40,35,0,120
2026-04-17,P07,36,50,0,120
2026-04-18,P07,51,83,0,120
2026-04-19,P07,57,81,0,120
2026-04-20,P07,31,43,0,120
2026-04-21,P07,39,65,0,120
2026-04-22,P07,40,100,0,120
2026-04-23,P07,36,117,0,120
2026-04-24,P07,28,44,0,120
2026-04-25,P07,44,115,0,120
2026-04-26,P07,51,79,0,120
2026-04-27,P07,33,85,0,120
2026-04-28,P07,55,89,0,120
2026-04-29,P07,36,49,0,120
2026-04-30,P07,42,44,0,120
2026-05-01,P07,44,44,0,120
2026-05-02,P07,55,101,0,120
2026-05-03,P07,47,129,0,120
2026-05-04,P07,40,104,0,120
2026-05-05,P07,44,135,0,120
2026-05-06,P07,43,96,0,120
2026-05-07,P07,31,57,0,120
2026-05-08,P07,45,70,0,120
2026-05-09,P07,49,136,0,120
2026-05-10,P07,50,79,0,120
2026-05-11,P07,48,68,0,120
2026-05-12,P07,22,85,0,120
2026-05-13,P07,47,99,0,120
2026-05-14,P07,50,130,0,120
2026-05-15,P07,34,111,0,120
2026-05-16,P07,41,139,0,120
2026-05-17,P07,50,78,0,120
2026-05-18,P07,36,100,0,120
2026-05-19,P07,42,83,0,120
2026-05-20,P07,30,56,0,120
2026-05-21,P07,25,136,0,120
2026-05-22,P07,52,69,0,120
2026-05-23,P07,44,59,0,120
2026-05-24,P07,39,121,0,120
2026-05-25,P07,25,114,0,120
2026-05-26,P07,32,47,0,120
2026-05-27,P07,38,59,0,120
2026-05-28,P07,50,119,0,120
2026-05-29,P07,32,42,0,120
2026-05-30,P07,51,94,0,120
2026-05-31,P07,59,71,0,120
2026-06-01,P07,36,62,0,120
2026-06-02,P07,42,59,0,120
2026-06-03,P07,40,109,0,120
2026-06-04,P07,43,77,0,120
2026-06-05,P07,39,90,0,120
2026-06-06,P07,37,127,0,120
2026-06-07,P07,50,101,0,120
2026-06-08,P07,46,68,0,120
2026-06-09,P07,33,95,0,120
2026-06-10,P07,39,48,0,120
2026-06-11,P07,37,56,0,120
2026-06-12,P07,33,82,0,120
2026-06-13,P07,51,127,0,120
2026-06-14,P07,34,106,0,120
2026-06-15,P07,34,116,0,120
2026-06-16,P07,23,53,0,120
2026-06-17,P07,43,50,0,120
2026-06-18,P07,49,91,0,120
2026-06-19,P07,39,49,0,120
2026-06-20,P07,53,86,0,120
2026-06-21,P07,43,117,0,120
2026-06-22,P07,35,76,0,120
2026-06-23,P07,37,98,0,120
2026-06-24,P07,30,85,0,120
2026-06-25,P07,49,69,0,120
2026-06-26,P07,45,126,0,120
2026-06-27,P07,37,46,0,120
2026-06-28,P07,51,69,0,120
2026-06-29,P07,36,126,0,120
2026-06-30,P07,45,130,0,120
2026-07-01,P07,41,41,0,120
2026-07-02,P07,39,122,0,120
2026-07-03,P07,41,75,1,120
2026-07-04,P07,43,131,1,120
2026-07-05,P07,28,127,0,120
2026-07-06,P07,23,57,0,120
2026-07-07,P07,28,43,0,120
2026-07-08,P07,33,93,0,120
2026-07-09,P07,29,60,0,120
2026-07-10,P07,36,109,1,120
2026-07-11,P07,32,54,1,120
2026-07-12,P07,21,37,0,120
2026-07-13,P07,31,116,0,120
2026-07-14,P07,30,63,0,120
2026-07-15,P07,23,27,0,120
2026-07-16,P07,23,57,0,120
2026-07-17,P07,37,77,1,120
2026-07-18,P07,41,124,1,120
2026-07-19,P07,36,55,0,120
2026-07-20,P07,30,114,0,120
2026-07-21,P07,25,52,0,120
2026-07-22,P07,28,70,0,120
2026-07-23,P07,30,35,0,120
2026-07-24,P07,50,70,1,120
2026-07-25,P07,46,80,1,120
2026-07-26,P07,27,100,0,120
2026-07-27,P07,28,43,0,120
2026-07-28,P07,28,59,0,120
2026-07-29,P07,24,43,0,120
2026-07-30,P07,28,109,0,120
2026-07-31,P07,39,69,1,120
2026-08-01,P07,41,55,0,120
2026-08-02,P07,40,55,0,120
2026-08-03,P07,35,104,0,120
2026-08-04,P07,26,123,0,120
2026-08-05,P07,21,28,0,120
2026-08-06,P07,42,51,0,120
2026-08-07,P07,31,33,0,120
2026-08-08,P07,37,71,0,120
2026-08-09,P07,33,46,0,120
2026-08-10,P07,20,45,0,120
2026-08-11,P07,27,123,0,120
2026-08-12,P07,24,39,0,120
2026-08-13,P07,22,80,0,120
2026-08-14,P07,32,76,0,120
2026-08-15,P07,43,91,1,120
2026-08-16,P07,49,77,1,120
2026-08-17,P07,56,110,1,120
2026-08-18,P07,34,49,0,120
2026-08-19,P07,28,138,0,120
2026-08-20,P07,34,138,0,120
2026-08-21,P07,32,47,0,120
2026-08-22,P07,36,53,0,120
2026-08-23,P07,28,113,0,120
2026-08-24,P07,20,96,0,120
2026-08-25,P07,20,52,0,120
2026-08-26,P07,31,75,0,120
2026-08-27,P07,28,35,0,120
2026-08-28,P07,32,66,0,120
2026-08-29,P07,36,126,0,120
2026-08-30,P07,37,35,0,120
2026-08-31,P07,30,54,0,120
2026-09-01,P07,33,132,0,120
2026-09-02,P07,32,56,0,120
2026-09-03,P07,30,103,0,120
2026-09-04,P07,29,30,0,120
2026-09-05,P07,34,44,0,120
2026-09-06,P07,34,83,0,120
2026-09-07,P07,26,30,0,120
2026-09-08,P07,33,60,0,120
2026-09-09,P07,35,101,0,120
2026-09-10,P07,29,45,0,120
2026-09-11,P07,29,54,0,120
2026-09-12,P07,41,119,0,120
2026-09-13,P07,43,61,0,120
2026-09-14,P07,19,104,0,120
2026-09-15,P07,30,115,0,120
2026-09-16,P07,27,30,0,120
2026-09-17,P07,20,137,0,120
2026-09-18,P07,24,100,0,120
2026-09-19,P07,39,139,0,120
2026-09-20,P07,38,84,0,120
2026-09-21,P07,25,74,0,120
2026-09-22,P07,18,127,0,120
2026-09-23,P07,23,111,0,120
2026-09-24,P07,29,26,0,120
2026-09-25,P07,27,134,0,120
2026-09-26,P07,50,128,0,120
2026-09-27,P07,39,118,0,120
2026-09-28,P07,39,88,0,120
2026-09-29,P07,36,61,0,120
2026-09-30,P07,32,45,0,120
2026-10-01,P07,51,53,0,120
2026-10-02,P07,37,40,1,120
2026-10-03,P07,43,56,1,120
2026-10-04,P07,27,39,0,120
2026-10-05,P07,34,71,0,120
2026-10-06,P07,28,33,0,120
2026-10-07,P07,29,45,0,120
2026-10-08,P07,28,98,0,120
2026-10-09,P07,45,84,1,120
2026-10-10,P07,44,126,1,120
2026-10-11,P07,38,88,0,120
2026-10-12,P07,29,134,0,120
2026-10-13,P07,35,74,0,120
2026-10-14,P07,42,75,0,120
2026-10-15,P07,39,85,0,120
2026-10-16,P07,43,72,1,120
2026-10-17,P07,52,90,1,120
2026-10-18,P07,41,47,0,120
2026-10-19,P07,24,44,0,120
2026-10-20,P07,63,84,1,120
2026-10-21,P07,62,83,1,120
2026-10-22,P07,80,108,1,120
2026-10-23,P07,62,82,1,120
2026-10-24,P07,70,109,1,120
2026-10-25,P07,63,86,1,120
2026-10-26,P07,33,59,0,120
2026-10-27,P07,28,77,0,120
2026-10-28,P07,35,116,0,120
2026-10-29,P07,31,56,0,120
2026-10-30,P07,39,117,1,120
2026-10-31,P07,44,123,1,120
2026-11-01,P07,75,93,1,120
2026-11-02,P07,59,78,1,120
2026-11-03,P07,62,59,1,120
2026-11-04,P07,43,76,0,120
2026-11-05,P07,27,62,0,120
2026-11-06,P07,50,104,0,120
2026-11-07,P07,41,74,0,120
2026-11-08,P07,35,63,0,120
2026-11-09,P07,31,35,0,120
2026-11-10,P07,28,57,0,120
2026-11-11,P07,41,61,0,120
2026-11-12,P07,33,137,0,120
2026-11-13,P07,27,111,0,120
2026-11-14,P07,44,76,0,120
2026-11-15,P07,50,50,0,120
2026-11-16,P07,32,101,0,120
2026-11-17,P07,32,87,0,120
2026-11-18,P07,41,72,0,120
2026-11-19,P07,32,124,0,120
2026-11-20,P07,36,65,0,120
2026-11-21,P07,37,92,0,120
2026-11-22,P07,34,57,0,120
2026-11-23,P07,29,53,0,120
2026-11-24,P07,28,75,0,120
2026-11-25,P07,32,71,0,120
2026-11-26,P07,33,105,0,120
2026-11-27,P07,34,93,0,120
2026-11-28,P07,52,52,0,120
2026-11-29,P07,36,66,0,120
2026-11-30,P07,29,69,0,120
2026-12-01,P07,48,129,0,120
2026-12-02,P07,28,42,0,120
2026-12-03,P07,46,64,0,120
2026-12-04,P07,28,64,0,120
2026-12-05,P07,35,41,0,120
2026-12-06,P07,32,62,0,120
2026-12-07,P07,35,127,0,120
2026-12-08,P07,30,48,0,120
2026-12-09,P07,32,53,0,120
2026-12-10,P07,35,139,0,120
2026-12-11,P07,37,60,0,120
2026-12-12,P07,46,52,0,120
2026-12-13,P07,44,122,0,120
2026-12-14,P07,25,53,0,120
2026-12-15,P07,27,73,0,120
2026-12-16,P07,27,59,0,120
2026-12-17,P07,32,78,0,120
2026-12-18,P07,24,130,0,120
2026-12-19,P07,40,59,0,120
2026-12-20,P07,31,40,0,120
2026-12-21,P07,32,49,0,120
2026-12-22,P07,34,49,0,120
2026-12-23,P07,28,114,0,120
2026-12-24,P07,31,115,0,120
2026-12-25,P07,37,118,0,120
2026-12-26,P07,35,46,0,120
2026-12-27,P07,40,48,0,120
2026-12-28,P07,42,81,0,120
2026-12-29,P07,31,63,0,120
2026-12-30,P07,28,135,0,120
2026-12-31,P07,33,124,0,120
2027-01-01,P07,33,51,0,120
2027-01-02,P07,40,52,0,120
2027-01-03,P07,41,122,0,120
2027-01-04,P07,38,70,0,120
2027-01-05,P07,25,57,0,120
2027-01-06,P07,32,64,0,120
2027-01-07,P07,24,31,0,120
2027-01-08,P07,37,99,0,120
2027-01-09,P07,44,88,0,120
2027-01-10,P07,25,133,0,120
2027-01-11,P07,30,130,0,120
2027-01-12,P07,24,46,0,120
2027-01-13,P07,48,112,1,120
2027-01-14,P07,46,90,1,120
2027-01-15,P07,48,112,1,120
2027-01-16,P07,53,58,1,120
2027-01-17,P07,32,57,0,120
2027-01-18,P07,27,58,0,120
2027-01-19,P07,26,79,0,120
2027-01-20,P07,29,32,0,120
2027-01-21,P07,26,132,0,120
2027-01-22,P07,31,75,0,120
2027-01-23,P07,31,131,0,120
2027-01-24,P07,38,65,0,120
2027-01-25,P07,33,132,0,120
2027-01-26,P07,32,83,0,120
2027-01-27,P07,29,87,0,120
2027-01-28,P07,49,78,0,120
2027-01-29,P07,37,55,0,120
2027-01-30,P07,42,136,0,120
2027-01-31,P07,39,56,0,120
2027-02-01,P07,18,39,0,120
2027-02-02,P07,36,67,0,120
2027-02-03,P07,47,64,0,120
2027-02-04,P07,23,21,0,120
2027-02-05,P07,24,110,0,120
2027-02-06,P07,39,52,0,120
2027-02-07,P07,28,90,0,120
2027-02-08,P07,26,117,0,120
2027-02-09,P07,28,119,0,120
2027-02-10,P07,28,67,0,120
2027-02-11,P07,27,107,0,120
2027-02-12,P07,37,115,0,120
2027-02-13,P07,36,121,0,120
2027-02-14,P07,41,47,0,120
2027-02-15,P07,25,31,0,120
2027-02-16,P07,37,122,0,120
2027-02-17,P07,23,49,0,120
2027-02-18,P07,31,73,0,120
2027-02-19,P07,28,87,0,120
2027-02-20,P07,46,117,0,120
2027-02-21,P07,27,139,0,120
2027-02-22,P07,22,69,0,120
2027-02-23,P07,25,129,0,120
2027-02-24,P07,28,81,0,120
2027-02-25,P07,34,93,0,120
2027-02-26,P07,24,64,0,120
2027-02-27,P07,30,113,0,120
2027-02-28,P07,37,57,0,120
2027-03-01,P07,34,46,0,120
2027-03-02,P07,40,111,0,120
2027-03-03,P07,49,70,0,120
2027-03-04,P07,38,84,0,120
2027-03-05,P07,55,68,1,120
2027-03-06,P07,62,86,1,120
2027-03-07,P07,48,84,0,120
2027-03-08,P07,27,139,0,120
2027-03-09,P07,27,104,0,120
2027-03-10,P07,31,97,0,120
2027-03-11,P07,36,54,0,120
2027-03-12,P07,52,77,1,120
2027-03-13,P07,47,74,1,120
2027-03-14,P07,46,79,0,120
2027-03-15,P07,32,52,0,120
2027-03-16,P07,44,84,0,120
2027-03-17,P07,41,71,0,120
2027-03-18,P07,33,76,0,120
2027-03-19,P07,58,88,1,120
2027-03-20,P07,46,130,1,120
2027-03-21,P07,41,69,0,120
2027-03-22,P07,41,100,0,120
2027-03-23,P07,33,103,0,120
2027-03-24,P07,37,54,0,120
2027-03-25,P07,33,89,0,120
2027-03-26,P07,59,136,1,120
2027-03-27,P07,45,40,1,120
2027-03-28,P07,48,106,0,120
2027-03-29,P07,30,88,0,120
2027-03-30,P07,29,133,0,120
2027-03-31,P07,40,117,0,120
2027-04-01,P07,41,75,0,120
2027-04-02,P07,39,83,0,120
2027-04-03,P07,50,63,0,120
2027-04-04,P07,38,56,0,120
2027-04-05,P07,35,92,0,120
2027-04-06,P07,37,87,0,120
2027-04-07,P07,31,110,0,120
2027-04-08,P07,42,75,0,120
2027-04-09,P07,41,61,0,120
2027-04-10,P07,46,87,0,120
2027-04-11,P07,57,119,0,120
2027-04-12,P07,35,79,0,120
2027-04-13,P07,45,108,0,120
2027-04-14,P07,36,62,0,120
2027-04-15,P07,31,60,0,120
2027-04-16,P07,54,112,0,120
2027-04-17,P07,40,43,0,120
2027-04-18,P07,43,74,0,120
2027-04-19,P07,34,69,0,120
2027-04-20,P07,42,53,0,120
2027-04-21,P07,41,101,0,120
2027-04-22,P07,38,115,0,120
2027-04-23,P07,42,78,0,120
2027-04-24,P07,44,121,0,120
2027-04-25,P07,53,112,0,120
2027-04-26,P07,29,80,0,120
2027-04-27,P07,41,114,0,120
2027-04-28,P07,38,65,0,120
2027-04-29,P07,47,127,0,120
2027-04-30,P07,56,87,0,120
2027-05-01,P07,48,82,0,120
2027-05-02,P07,50,118,0,120
2027-05-03,P07,47,118,0,120
2027-05-04,P07,31,45,0,120
2027-05-05,P07,28,40,0,120
2027-05-06,P07,36,34,0,120
2027-05-07,P07,43,71,0,120
2027-05-08,P07,55,61,0,120
2027-05-09,P07,47,63,0,120
2027-05-10,P07,30,55,0,120
2027-05-11,P07,37,136,0,120
2027-05-12,P07,30,43,0,120
2027-05-13,P07,40,73,0,120
2027-05-14,P07,44,120,0,120
2027-05-15,P07,38,66,0,120
2027-05-16,P07,64,112,0,120
2027-05-17,P07,41,116,0,120
2027-05-18,P07,38,57,0,120
2027-05-19,P07,25,136,0,120
2027-05-20,P07,28,33,0,120
2027-05-21,P07,42,122,0,120
2027-05-22,P07,48,64,0,120
2027-05-23,P07,56,60,0,120
2027-05-24,P07,35,99,0,120
2027-05-25,P07,44,75,0,120
2027-05-26,P07,34,112,0,120
2027-05-27,P07,32,50,0,120
2027-05-28,P07,40,132,0,120
2027-05-29,P07,69,81,0,120
2027-05-30,P07,58,90,0,120
2027-05-31,P07,30,131,0,120
2027-06-01,P07,41,115,0,120
2027-06-02,P07,40,112,0,120
2027-06-03,P07,37,68,0,120
2027-06-04,P07,38,97,0,120
2027-06-05,P07,46,78,0,120
2027-06-06,P07,47,66,0,120
2027-06-07,P07,36,109,0,120
2027-06-08,P07,39,76,0,120
2027-06-09,P07,38,84,0,120
2027-06-10,P07,37,128,0,120
2027-06-11,P07,41,68,0,120
2027-06-12,P07,30,51,0,120
2027-06-13,P07,36,51,0,120
2027-06-14,P07,37,54,0,120
2027-06-15,P07,35,86,0,120
2027-06-16,P07,31,107,0,120
2027-06-17,P07,40,119,0,120
2027-06-18,P07,42,96,0,120
2027-06-19,P07,40,50,0,120
2027-06-20,P07,44,95,0,120
2027-06-21,P07,41,87,0,120
2027-06-22,P07,36,37,0,120
2027-06-23,P07,44,133,0,120
2027-06-24,P07,42,67,0,120
2027-06-25,P07,37,91,0,120
2027-06-26,P07,49,109,0,120
2027-06-27,P07,46,110,0,120
2027-06-28,P07,26,49,0,120
2027-06-29,P07,45,89,0,120
2027-06-30,P07,42,111,0,120
2027-07-01,P07,35,107,0,120
2027-07-02,P07,35,91,1,120
2027-07-03,P07,44,44,1,120
2027-07-04,P07,26,81,0,120
2027-07-05,P07,31,35,0,120
2027-07-06,P07,26,54,0,120
2027-07-07,P07,20,44,0,120
2027-07-08,P07,34,44,0,120
2027-07-09,P07,33,131,1,120
2027-07-10,P07,40,83,1,120
2027-07-11,P07,29,36,0,120
2027-07-12,P07,25,121,0,120
2027-07-13,P07,23,61,0,120
